,GenBankAccession,Country,Host,CollectionDate,Serotype,Strain,Isolate,IsolationSource
1686,OM562576,KEN,cow,2016,Unknown,55/Kenya/12Jan2016/SAT1,Unknown,Unknown
1687,OM562575,KEN,cow,2016,Unknown,54/Kenya/12Jan2016/SAT2,Unknown,Unknown
1688,OM562574,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/SAT2,Unknown,Unknown
1689,OM562573,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/SAT1,Unknown,Unknown
1690,OM562572,KEN,cow,2016,Unknown,50/Kenya/12Jan2016/SAT2,Unknown,Unknown
1691,OM562571,KEN,cow,2016,Unknown,48/Kenya/12Jan2016/SAT1,Unknown,Unknown
1692,OM562570,KEN,cow,2016,Unknown,46/Kenya/12Jan2016/SAT2,Unknown,Unknown
1693,OM562569,KEN,cow,2016,Unknown,43/Kenya/12Jan2016/SAT2,Unknown,Unknown
1694,OM562568,KEN,cow,2016,Unknown,42/Kenya/12Jan2016/SAT2,Unknown,Unknown
1695,OM562567,KEN,cow,2016,Unknown,41/Kenya/12Jan2016/SAT2,Unknown,Unknown
1696,OM562566,KEN,cow,2016,Unknown,38/Kenya/12Jan2016/SAT1,Unknown,Unknown
1697,OM562565,KEN,cow,2016,Unknown,37/Kenya/12Jan2016/SAT1,Unknown,Unknown
1698,OM562564,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/SAT2,Unknown,Unknown
1699,OM562563,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/SAT1,Unknown,Unknown
1700,OM562562,KEN,cow,2016,Unknown,35/Kenya/12Jan2016/SAT2,Unknown,Unknown
1701,OM562561,KEN,cow,2016,Unknown,34/Kenya/12Jan2016/SAT2,Unknown,Unknown
1702,OM562560,KEN,cow,2016,Unknown,32/Kenya/11Jan2016/SAT1,Unknown,Unknown
1703,OM562559,KEN,cow,2016,Unknown,31/Kenya/11Jan2016/SAT1,Unknown,Unknown
1704,OM562558,KEN,cow,2016,Unknown,28/Kenya/11Jan2016/SAT1,Unknown,Unknown
1705,OM562557,KEN,cow,2016,Unknown,27/Kenya/11Jan2016/SAT1,Unknown,Unknown
1706,OM562556,KEN,cow,2016,Unknown,26/Kenya/11Jan2016/SAT1,Unknown,Unknown
1707,OM562555,KEN,cow,2016,Unknown,25/Kenya/11Jan2016/SAT1,Unknown,Unknown
1708,OM562554,KEN,cow,2016,Unknown,23/Kenya/10Jan2016/SAT2,Unknown,Unknown
1709,OM562553,KEN,cow,2016,Unknown,20/Kenya/10Jan2016/SAT2,Unknown,Unknown
1710,OM562552,KEN,cow,2016,Unknown,19/Kenya/10Jan2016/SAT2,Unknown,Unknown
1711,OM562551,KEN,cow,2016,Unknown,18/Kenya/10Jan2016/SAT2,Unknown,Unknown
1712,OM562550,KEN,cow,2016,Unknown,14/Kenya/10Jan2016/SAT2,Unknown,Unknown
1713,OM562549,KEN,cow,2016,Unknown,13/Kenya/10Jan2016/SAT2,Unknown,Unknown
1714,OM562548,KEN,cow,2016,Unknown,12/Kenya/10Jan2016/SAT2,Unknown,Unknown
1715,OM562547,KEN,cow,2016,Unknown,10/Kenya/8Jan2016/SAT1,Unknown,Unknown
1716,OM562546,KEN,cow,2016,Unknown,8/Kenya/8Jan2016/SAT1,Unknown,Unknown
1717,OM562545,KEN,cow,2016,Unknown,7/Kenya/8Jan2016/SAT1,Unknown,Unknown
1718,OM562544,KEN,cow,2016,Unknown,6/Kenya/8Jan2016/SAT2,Unknown,Unknown
1719,OM562543,KEN,cow,2016,Unknown,6/Kenya/8Jan2016/SAT1,Unknown,Unknown
1720,OM562542,KEN,cow,2016,Unknown,5/Kenya/8Jan2016/SAT1,Unknown,Unknown
1721,OM562541,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/5/SAT1,Unknown,Unknown
1722,OM562540,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/4/SAT1,Unknown,Unknown
1723,OM562539,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/3/SAT1,Unknown,Unknown
1724,OM562538,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/20/SAT1,Unknown,Unknown
1725,OM562537,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/2/SAT1,Unknown,Unknown
1726,OM562536,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/15/SAT1,Unknown,Unknown
1727,OM562535,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/1/SAT1,Unknown,Unknown
1728,OM562534,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/9/SAT1,Unknown,Unknown
1729,OM562533,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/10/SAT1,Unknown,Unknown
1730,OM562532,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/20/SAT1,Unknown,Unknown
1731,OM562531,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/16/SAT1,Unknown,Unknown
1732,OM562530,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/15/SAT1,Unknown,Unknown
1733,OM562529,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/14/SAT1,Unknown,Unknown
1734,OM562528,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/5/SAT1,Unknown,Unknown
1735,OM562527,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/3/SAT1,Unknown,Unknown
1736,OM562526,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/23/SAT1,Unknown,Unknown
1737,OM562525,KEN,cow,2016,Unknown,6/Kenya/8Jan2016/8/SAT1,Unknown,Unknown
1738,OM562524,KEN,cow,2016,Unknown,6/Kenya/8Jan2016/6/SAT1,Unknown,Unknown
1739,OM562523,KEN,cow,2016,Unknown,6/Kenya/8Jan2016/4/SAT1,Unknown,Unknown
1740,OM562522,KEN,cow,2016,Unknown,6/Kenya/8Jan2016/23/SAT1,Unknown,Unknown
1741,OM562521,KEN,cow,2016,Unknown,6/Kenya/8Jan2016/21/SAT1,Unknown,Unknown
1742,OM562520,KEN,cow,2016,Unknown,6/Kenya/8Jan2016/2/SAT1,Unknown,Unknown
1743,OM562519,KEN,cow,2016,Unknown,6/Kenya/8Jan2016/18/SAT1,Unknown,Unknown
1744,OM562518,KEN,cow,2016,Unknown,6/Kenya/8Jan2016/17/SAT1,Unknown,Unknown
1745,OM562517,KEN,cow,2016,Unknown,6/Kenya/8Jan2016/16/SAT1,Unknown,Unknown
1746,OM562516,KEN,cow,2016,Unknown,6/Kenya/8Jan2016/14/SAT1,Unknown,Unknown
1747,OM562515,KEN,cow,2016,Unknown,6/Kenya/8Jan2016/13/SAT1,Unknown,Unknown
1748,OM562514,KEN,cow,2016,Unknown,6/Kenya/8Jan2016/11/SAT1,Unknown,Unknown
1749,OM562513,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/17/SAT2,Unknown,Unknown
1750,OM562512,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/12/SAT2,Unknown,Unknown
1751,OM562511,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/10/SAT2,Unknown,Unknown
1752,OM562510,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/13/SAT2,Unknown,Unknown
1753,OM562509,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/9/SAT2,Unknown,Unknown
1754,OM562508,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/8/SAT2,Unknown,Unknown
1755,OM562507,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/6/SAT2,Unknown,Unknown
1756,OM562506,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/21/SAT2,Unknown,Unknown
1757,OM562505,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/18/SAT2,Unknown,Unknown
1758,OM562504,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/16/SAT2,Unknown,Unknown
1759,OM562503,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/14/SAT2,Unknown,Unknown
1760,OM562502,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/11/SAT2,Unknown,Unknown
1761,OM562501,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/8/SAT2,Unknown,Unknown
1762,OM562500,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/7/SAT2,Unknown,Unknown
1763,OM562499,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/6/SAT2,Unknown,Unknown
1764,OM562498,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/22/SAT2,Unknown,Unknown
1765,OM562497,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/21/SAT2,Unknown,Unknown
1766,OM562496,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/18/SAT2,Unknown,Unknown
1767,OM562495,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/17/SAT2,Unknown,Unknown
1768,OM562494,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/13/SAT2,Unknown,Unknown
1769,OM562493,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/1/SAT2,Unknown,Unknown
1770,OM562492,KEN,cow,2016,Unknown,61/Kenya/13Jan2016/7/SAT2,Unknown,Unknown
1771,OM562491,KEN,cow,2016,Unknown,61/Kenya/13Jan2016/6/SAT2,Unknown,Unknown
1772,OM562490,KEN,cow,2016,Unknown,61/Kenya/13Jan2016/5/SAT2,Unknown,Unknown
1773,OM562489,KEN,cow,2016,Unknown,61/Kenya/13Jan2016/4/SAT2,Unknown,Unknown
1774,OM562488,KEN,cow,2016,Unknown,61/Kenya/13Jan2016/23/SAT2,Unknown,Unknown
1775,OM562487,KEN,cow,2016,Unknown,61/Kenya/13Jan2016/22/SAT2,Unknown,Unknown
1776,OM562486,KEN,cow,2016,Unknown,61/Kenya/13Jan2016/21/SAT2,Unknown,Unknown
1777,OM562485,KEN,cow,2016,Unknown,61/Kenya/13Jan2016/20/SAT2,Unknown,Unknown
1778,OM562484,KEN,cow,2016,Unknown,61/Kenya/13Jan2016/2/SAT2,Unknown,Unknown
1779,OM562483,KEN,cow,2016,Unknown,61/Kenya/13Jan2016/19/SAT2,Unknown,Unknown
1780,OM562482,KEN,cow,2016,Unknown,61/Kenya/13Jan2016/17/SAT2,Unknown,Unknown
1781,OM562481,KEN,cow,2016,Unknown,61/Kenya/13Jan2016/13/SAT2,Unknown,Unknown
1782,OM562480,KEN,cow,2016,Unknown,61/Kenya/13Jan2016/12/SAT2,Unknown,Unknown
1783,OM562479,KEN,cow,2016,Unknown,61/Kenya/13Jan2016/11/SAT2,Unknown,Unknown
1784,OM562478,KEN,cow,2016,Unknown,61/Kenya/13Jan2016/10/SAT2,Unknown,Unknown
1785,OM562477,KEN,cow,2016,Unknown,61/Kenya/13Jan2016/1/SAT2,Unknown,Unknown
1786,OM562476,KEN,cow,2016,Unknown,6/Kenya/8Jan2016/7/SAT2,Unknown,Unknown
1787,OM562475,KEN,cow,2016,Unknown,6/Kenya/8Jan2016/5/SAT2,Unknown,Unknown
1788,OM562474,KEN,cow,2016,Unknown,6/Kenya/8Jan2016/19/SAT2,Unknown,Unknown
1789,OM562473,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/4/SAT2,Unknown,Unknown
1790,OM562472,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/9/SAT2,Unknown,Unknown
1791,OM562471,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/7/SAT2,Unknown,Unknown
1792,OM562470,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/6/SAT2,Unknown,Unknown
1793,OM562469,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/3/SAT2,Unknown,Unknown
1794,OM562468,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/22/SAT2,Unknown,Unknown
1795,OM562467,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/21/SAT2,Unknown,Unknown
1796,OM562466,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/20/SAT2,Unknown,Unknown
1797,OM562465,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/2/SAT2,Unknown,Unknown
1798,OM562464,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/19/SAT2,Unknown,Unknown
1799,OM562463,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/17/SAT2,Unknown,Unknown
1800,OM562462,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/15/SAT2,Unknown,Unknown
1801,OM562461,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/13/SAT2,Unknown,Unknown
1802,OM562460,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/12/SAT2,Unknown,Unknown
1803,OM562459,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/11/SAT2,Unknown,Unknown
1804,OM562458,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/10/SAT2,Unknown,Unknown
1805,OM562457,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/1/SAT2,Unknown,Unknown
1806,OM562456,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/5/SAT2,Unknown,Unknown
1807,OM562455,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/18/SAT2,Unknown,Unknown
1808,OM562454,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/16/SAT2,Unknown,Unknown
1809,OM562453,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/14/SAT2,Unknown,Unknown
1810,OV121130,Unknown,Unknown,Unknown,Unknown,Unknown,O/FRA/1/2001 Clone 2.2,Unknown
1811,MT340225,VNM,cattle,2018,Unknown,Unknown,A/VIT/LA-P12-10/2018_pro,Unknown
1812,MT340224,VNM,buffalo,2018,Unknown,Unknown,A/VIT/BK-P181-3/2018_pro,Unknown
1813,MT340223,VNM,cattle,2019,Unknown,Unknown,A/VIT/DL-P-605-2/2019_pro,Unknown
1814,MT340222,VNM,cattle,2019,Unknown,Unknown,A/VIT/DL-P-492-1/2019_pro,Unknown
1815,MT340221,VNM,cattle,2018,Unknown,Unknown,A/VIT/DL-P-87-4/2018_pro,Unknown
1816,MT340220,VNM,cattle,2018,Unknown,Unknown,A/VIT/DL-P-73-4/2018_pro,Unknown
1817,MT340219,VNM,cattle,2018,Unknown,Unknown,A/VIT/DL-P-164-4/2018_pro,Unknown
1818,MT340218,VNM,cattle,2018,Unknown,Unknown,A/VIT/DL-P-193-4/2018_pro,Unknown
1819,MT340217,VNM,cattle,2018,Unknown,Unknown,A/VIT/DL-P-193-2/2018_pro,Unknown
1820,MT340216,VNM,cattle,2018,Unknown,Unknown,A/VIT/DL-P-90-2/2018_pro,Unknown
1821,MT340215,VNM,cattle,2018,Unknown,Unknown,A/VIT/DL-P-293-1/2018_pro,Unknown
1822,MT340214,VNM,cattle,2018,Unknown,Unknown,A/VIT/DL-P-194-1/2018_pro,Unknown
1823,MT340213,VNM,cattle,2018,Unknown,Unknown,A/VIT/DL-P-189-1/2018_pro,Unknown
1824,MT340212,VNM,cattle,2018,Unknown,Unknown,A/VIT/DL-P-186-3/2018_pro,Unknown
1825,MT340211,VNM,cattle,2018,Unknown,Unknown,A/VIT/DL-P-186-1/2018_pro,Unknown
1826,MT340210,VNM,cattle,2018,Unknown,Unknown,A/VIT/DL-P-106-2/2018_pro,Unknown
1827,MT340209,VNM,cattle,2018,Unknown,Unknown,A/VIT/DL-P-106-1/2018_pro,Unknown
1828,MT340208,VNM,cattle,2018,Unknown,Unknown,A/VIT/DL-P-96-3/2018_pro,Unknown
1829,MT340207,VNM,cattle,2018,Unknown,Unknown,A/VIT/DL-P-96-2/2018_pro,Unknown
1830,MT340206,VNM,cattle,2018,Unknown,Unknown,A/VIT/DL-P-96-1/2018_pro,Unknown
1831,MT340205,VNM,cattle,2018,Unknown,Unknown,A/VIT/DL-P-95-cu-1/2018_pro,Unknown
1832,MT340204,VNM,cattle,2018,Unknown,Unknown,A/VIT/DL-P-60-1/2018_pro,Unknown
1833,MT340203,VNM,cattle,2017,Unknown,Unknown,A/VIT/DL-P271-1/2017_pro,Unknown
1834,MT340202,VNM,cattle,2017,Unknown,Unknown,A/VIT/DL-P257-1/2017_pro,Unknown
1835,MT340201,VNM,cattle,2017,Unknown,Unknown,A/VIT/DL-P181-1/2017_pro,Unknown
1836,MT340200,VNM,cattle,2017,Unknown,Unknown,A/VIT/DL-P094-1/2017_pro,Unknown
1837,MT340199,VNM,cattle,2017,Unknown,Unknown,A/VIT/DL-P087-1/2017_pro,Unknown
1838,MT340198,VNM,cattle,2017,Unknown,Unknown,A/VIT/17-13002/2017,Unknown
1839,MT340197,VNM,cattle,2017,Unknown,Unknown,A/VIT/17-11648/2017,Unknown
1840,LC456875,GHA,cow,2018,SAT2,SAT2/GHA/Tul/5/2018,Unknown,Unknown
1841,LC456874,GHA,cow,2018,SAT2,SAT2/GHA/Tul/2/2018,Unknown,Unknown
1842,MH746921,USA,cow,2017,Unknown,Inoculum-A24-BP2,Unknown,Unknown
1843,EU400597,CHN,Unknown,Unknown,O,O/HK/2001,Unknown,vesicle from cloven-hoofed animal
1844,AY686687,Unknown,Unknown,Unknown,Unknown,Unknown,O/ES/2001,Unknown
1845,AF377945,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1846,EF552697,GBR,sheep,2001,Pan Asia O,UKG/5681/2001,Unknown,infected premise number 1378
1847,EF552696,GBR,cattle,2001,Pan Asia O,UKG/5470/2001,Unknown,infected premise number 1256
1848,EF552695,GBR,sheep,2001,Pan Asia O,UKG/9443/2001,Unknown,infected premise number 1619
1849,EF552694,GBR,cattle,2001,Pan Asia O,UKG/4998/2001,Unknown,infected premise number 1182
1850,EF552693,GBR,cattle,2001,Pan Asia O,UKG/4014/2001,Unknown,infected premise number 913
1851,EF552692,GBR,sheep,2001,Pan Asia O,UKG/7299/2001,Unknown,infected premise number 1439
1852,EF552691,GBR,cattle,2001,Pan Asia O,UKG/9161/2001,Unknown,infected premise number 1583
1853,EF552690,GBR,cattle,2001,Pan Asia O,UKG/7039/2001,Unknown,infected premise number 1404
1854,EF552689,GBR,sheep,2001,Pan Asia O,UKG/4141/2001,Unknown,infected premise number 927
1855,EF552688,GBR,sheep,2001,Pan Asia O,UKG/3952/2001,Unknown,infected premise number 878
1856,AY593809,ARG,Unknown,Unknown,C,C5 Argentina,c5arg iso60,Unknown
1857,AY593808,ARG,Unknown,Unknown,C,C4 Argentina,C4 Tierra del Fuego iso2,Unknown
1858,AY593807,BRA,Unknown,Unknown,C,C3 Resende,c3resende iso1,Unknown
1859,AY593806,BRA,Unknown,Unknown,C,C3 Indaial,c3ind iso19,Unknown
1860,AY593805,DEU,Unknown,Unknown,C,C1 Oberbayern,c1ober iso88,Unknown
1861,AY593804,CHE,Unknown,Unknown,C,C1 Noville,c1noville iso56,Unknown
1862,AF189157,Unknown,Unknown,Unknown,Unknown,O1 Geshure; G,Unknown,Unknown
1863,APHA12CDR,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1864,X00871,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1865,AM503966,Unknown,Unknown,Unknown,Unknown,Unknown,R-B 45,Unknown
1866,AM503965,Unknown,Unknown,Unknown,Unknown,Unknown,R-D 45,Unknown
1867,AM409190,Unknown,Unknown,Unknown,C,Unknown,H51,Unknown
1868,AJ007572,Unknown,Unknown,Unknown,Unknown,C3Arg85,clone 15,Unknown
1869,AJ007347,Unknown,Unknown,Unknown,Unknown,Unknown,C3Arg85,Unknown
