GBAC,country,host,collection_date,serotype,Topotype,lineage,color,pool
ON868534/VNM/Unknown/2018/O,VNM,Unknown,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FAFABD,Pool1
ON868535/VNM/Unknown/2018/O,VNM,Unknown,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FAFABD,Pool1
ON868536/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F9F9BB,Pool1
ON868537/VNM/Unknown/2018/O,VNM,Unknown,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FAFABC,Pool1
ON868538/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FDFDC4,Pool1
ON868539/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F9F9B9,Pool1
ON868540/VNM/water-buffalo/2018/O,VNM,water-buffalo,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FEFEC5,Pool1
ON868541/VNM/Unknown/2018/O,VNM,Unknown,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FEFEC7,Pool1
ON868542/VNM/pig/2018/O,VNM,pig,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FBFBBF,Pool1
ON868543/VNM/Unknown/2018/O,VNM,Unknown,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F8F8B6,Pool1
ON868544/VNM/Unknown/2018/O,VNM,Unknown,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F9F9B9,Pool1
ON868545/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FAFABB,Pool1
ON868546/VNM/Unknown/2018/O,VNM,Unknown,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FAFABC,Pool1
ON868547/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F8F8B8,Pool1
ON868548/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F8F8B7,Pool1
ON868549/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FDFDC3,Pool1
ON868550/VNM/Unknown/2018/O,VNM,Unknown,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F9F9BA,Pool1
ON868551/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FDFDC5,Pool1
ON868552/VNM/pig/2019/O,VNM,pig,2019,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FCFCC1,Pool1
ON868555/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FDFDC5,Pool1
ON868556/VNM/cow/2019/O,VNM,cow,2019,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F9F9BA,Pool1
ON868557/VNM/water-buffalo/2018/O,VNM,water-buffalo,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FCFCC1,Pool1
ON868558/VNM/cow/2019/O,VNM,cow,2019,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F8F8B8,Pool1
ON868559/VNM/Unknown/2018/O,VNM,Unknown,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F8F8B7,Pool1
ON868560/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FBFBC0,Pool1
ON868561/VNM/cow/2019/O,VNM,cow,2019,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F9F9BA,Pool1
ON868562/VNM/cow/2019/O,VNM,cow,2019,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F8F8B8,Pool1
ON868563/VNM/water-buffalo/2018/O,VNM,water-buffalo,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FBFBBF,Pool1
ON868564/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F9F9BB,Pool1
ON868565/VNM/cow/2019/O,VNM,cow,2019,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FCFCC2,Pool1
ON868566/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FBFBC0,Pool1
ON868567/VNM/water-buffalo/2018/O,VNM,water-buffalo,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FBFBBF,Pool1
ON868568/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FEFEC6,Pool1
ON868569/VNM/water-buffalo/2018/O,VNM,water-buffalo,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FBFBBF,Pool1
ON868570/VNM/Unknown/2019/O,VNM,Unknown,2019,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FCFCC2,Pool1
ON868571/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FDFDC3,Pool1
ON868572/VNM/cow/2019/O,VNM,cow,2019,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F8F8B7,Pool1
ON868573/VNM/Unknown/2019/O,VNM,Unknown,2019,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FCFCC2,Pool1
ON868574/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#FBFBBE,Pool1
ON868575/VNM/Unknown/2018/O,VNM,Unknown,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F9F9BB,Pool1
ON868576/VNM/Unknown/2018/O,VNM,Unknown,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F9F9BA,Pool1
ON868577/VNM/Unknown/2018/O,VNM,Unknown,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F9F9B9,Pool1
ON868578/VNM/cow/2019/O,VNM,cow,2019,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F8F8B7,Pool1
ON868579/VNM/cow/2017/O,VNM,cow,2017,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F5F5B1,Pool1
ON868580/VNM/cow/2017/O,VNM,cow,2017,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F5F5B1,Pool1
ON868581/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F5F5B0,Pool1
ON868582/VNM/cow/2018/O,VNM,cow,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F5F5B0,Pool1
ON868583/VNM/Unknown/2018/O,VNM,Unknown,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F5F5B0,Pool1
ON868584/VNM/cow/2017/O,VNM,cow,2017,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F7F7B6,Pool1
ON868585/VNM/Unknown/2018/O,VNM,Unknown,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F7F7B6,Pool1
ON868586/VNM/cow/2017/O,VNM,cow,2017,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F7F7B6,Pool1
ON868587/VNM/cow/2017/O,VNM,cow,2017,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F7F7B5,Pool1
ON868588/VNM/water-buffalo/2018/O,VNM,water-buffalo,2018,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#F7F7B5,Pool1
ON868589/VNM/pig/2019/O,VNM,pig,2019,O,SOUTHEAST-ASIA-SEA,,#C6C63C,Pool1
ON868590/VNM/pig/2019/O,VNM,pig,2019,O,SOUTHEAST-ASIA-SEA,,#C7C73D,Pool1
ON868591/VNM/pig/2019/O,VNM,pig,2019,O,SOUTHEAST-ASIA-SEA,,#C5C539,Pool1
ON868592/VNM/pig/2018/O,VNM,pig,2018,O,SOUTHEAST-ASIA-SEA,,#C3C335,Pool1
ON868593/VNM/pig/2018/O,VNM,pig,2018,O,SOUTHEAST-ASIA-SEA,,#C6C63D,Pool1
ON868594/VNM/pig/2019/O,VNM,pig,2019,O,SOUTHEAST-ASIA-SEA,,#C3C333,Pool1
ON868595/VNM/pig/2018/O,VNM,pig,2018,O,SOUTHEAST-ASIA-SEA,,#C4C437,Pool1
ON868596/VNM/pig/2018/O,VNM,pig,2018,O,SOUTHEAST-ASIA-SEA,,#C6C63B,Pool1
ON868597/VNM/pig/2019/O,VNM,pig,2019,O,SOUTHEAST-ASIA-SEA,,#C5C539,Pool1
ON868598/VNM/pig/2018/O,VNM,pig,2018,O,SOUTHEAST-ASIA-SEA,,#C6C63D,Pool1
ON868599/VNM/pig/2019/O,VNM,pig,2019,O,SOUTHEAST-ASIA-SEA,,#C7C73E,Pool1
ON868600/VNM/pig/2018/O,VNM,pig,2018,O,SOUTHEAST-ASIA-SEA,,#C4C436,Pool1
ON868601/VNM/pig/2018/O,VNM,pig,2018,O,SOUTHEAST-ASIA-SEA,,#C6C63C,Pool1
ON868602/VNM/pig/2019/O,VNM,pig,2019,O,SOUTHEAST-ASIA-SEA,,#C3C334,Pool1
ON868603/VNM/pig/2018/O,VNM,pig,2018,O,SOUTHEAST-ASIA-SEA,,#C3C335,Pool1
ON868604/VNM/pig/2018/O,VNM,pig,2018,O,SOUTHEAST-ASIA-SEA,,#C6C63C,Pool1
ON868605/VNM/pig/2019/O,VNM,pig,2019,O,SOUTHEAST-ASIA-SEA,,#C2C233,Pool1
ON868606/VNM/pig/2019/O,VNM,pig,2019,O,SOUTHEAST-ASIA-SEA,,#C4C437,Pool1
ON868607/VNM/pig/2019/O,VNM,pig,2019,O,SOUTHEAST-ASIA-SEA,,#C3C336,Pool1
ON868608/VNM/pig/2019/O,VNM,pig,2019,O,SOUTHEAST-ASIA-SEA,,#C4C436,Pool1
ON868609/VNM/pig/2019/O,VNM,pig,2019,O,SOUTHEAST-ASIA-SEA,,#C3C335,Pool1
ON868610/VNM/pig/2019/O,VNM,pig,2019,O,SOUTHEAST-ASIA-SEA,,#C3C334,Pool1
ON868611/VNM/pig/2018/O,VNM,pig,2018,O,SOUTHEAST-ASIA-SEA,,#C5C53A,Pool1
ON868612/VNM/pig/2019/O,VNM,pig,2019,O,SOUTHEAST-ASIA-SEA,,#C2C233,Pool1
ON868613/VNM/pig/2019/O,VNM,pig,2019,O,SOUTHEAST-ASIA-SEA,,#C3C335,Pool1
ON868614/VNM/pig/2019/O,VNM,pig,2019,O,SOUTHEAST-ASIA-SEA,,#C7C73F,Pool1
ON868615/VNM/pig/2018/O,VNM,pig,2018,O,SOUTHEAST-ASIA-SEA,,#C2C233,Pool1
ON868616/VNM/pig/2018/O,VNM,pig,2018,O,SOUTHEAST-ASIA-SEA,,#C4C438,Pool1
ON868617/VNM/pig/2019/O,VNM,pig,2019,O,SOUTHEAST-ASIA-SEA,,#C2C232,Pool1
ON868618/VNM/pig/2019/O,VNM,pig,2019,O,SOUTHEAST-ASIA-SEA,,#C2C232,Pool1
ON868619/VNM/pig/2019/O,VNM,pig,2019,O,SOUTHEAST-ASIA-SEA,,#C6C63B,Pool1
ON868620/VNM/pig/2019/O,VNM,pig,2019,O,SOUTHEAST-ASIA-SEA,,#C3C334,Pool1
ON868621/VNM/cow/2017/A,VNM,cow,2017,A,ASIA,Sea-97,#BCB8DB,Pool1
ON868622/VNM/pig/2017/O,VNM,pig,2017,O,CATHAY,,#B8B819,Pool1
ON868623/VNM/pig/2017/O,VNM,pig,2017,O,CATHAY,,#B8B81A,Pool1
OP585403/IDN/cattle/2022/O,IDN,cattle,2022,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D3D35C,Unknown
OP751924/IDN/cattle/2022/O,IDN,cattle,2022,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,#D3D35C,Unknown
OP957418/BGD/cattle/2021/O,BGD,cattle,2021,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#DFDF7A,Pool2
OQ211349/Unknown/sheep/2007/O,,sheep,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#EBEB96,Unknown
OQ211350/Unknown/cattle/2007/O,,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E7E78C,Unknown
OQ211351/Unknown/goat/2007/O,,goat,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E6E68C,Unknown
OQ211352/Unknown/cattle/2007/O,,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E6E68C,Unknown
OQ211353/Unknown/sheep/2007/O,,sheep,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E8E88F,Unknown
OQ211354/Unknown/cattle/2007/O,,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E7E78E,Unknown
OQ211355/Unknown/cattle/2007/O,,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#EAEA94,Unknown
OQ211356/Unknown/cattle/2007/O,,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#ECEC9A,Unknown
OQ211357/Unknown/cattle/2007/O,,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#EBEB99,Unknown
OQ211358/Unknown/cattle/2007/O,,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#ECEC99,Unknown
OQ211359/Unknown/cattle/2007/O,,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#ECEC99,Unknown
OQ211360/Unknown/cattle/2007/O,,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#ECEC99,Unknown
OQ211361/Unknown/sheep/2007/O,,sheep,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#EBEB98,Unknown
OQ211362/Unknown/sheep/2007/O,,sheep,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#EBEB98,Unknown
OQ211363/Unknown/sheep/2007/O,,sheep,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E7E78E,Unknown
OQ211364/Unknown/sheep/2007/O,,sheep,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E8E891,Unknown
OQ211365/Unknown/sheep/2007/O,,sheep,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E8E890,Unknown
OQ211366/Unknown/sheep/2007/O,,sheep,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#EBEB97,Unknown
OQ211367/Unknown/sheep/2007/O,,sheep,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#EBEB97,Unknown
OQ211369/Unknown/cattle/2007/O,,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E6E68B,Unknown
OQ211370/Unknown/cattle/2007/O,,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#EAEA94,Unknown
OQ211371/Unknown/goat/2007/O,,goat,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#EAEA95,Unknown
OQ211372/Unknown/goat/2007/O,,goat,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#EAEA96,Unknown
OQ211373/Unknown/goat/2007/O,,goat,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#EAEA96,Unknown
OQ211374/Unknown/cattle/2007/O,,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E8E890,Unknown
OQ211375/Unknown/sheep/2007/O,,sheep,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#EBEB97,Unknown
OQ211376/Unknown/cattle/2007/O,,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E7E78F,Unknown
OQ211377/Unknown/cattle/2007/O,,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#EBEB98,Unknown
OQ211378/Unknown/cattle/2007/O,,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E7E78D,Unknown
OQ211380/Unknown/cattle/2007/O,,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E8E88F,Unknown
OQ211381/Unknown/gazelle/2007/O,,gazelle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E9E992,Unknown
OQ211382/Unknown/gazelle/2007/O,,gazelle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E9E992,Unknown
OQ211383/Unknown/gazelle/2007/O,,gazelle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E9E992,Unknown
OQ211384/Unknown/cattle/2007/O,,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#EAEA96,Unknown
OQ211385/Unknown/cattle/2007/O,,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E6E68B,Unknown
OQ211386/Unknown/cattle/2007/O,,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E9E993,Unknown
OQ211387/Unknown/cattle/2007/O,,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#EBEB98,Unknown
OQ211388/Unknown/sheep/2007/O,,sheep,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#EAEA95,Unknown
OQ211389/Unknown/goat/2006/O,,goat,2006,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E6E68C,Unknown
OQ211390/Unknown/cattle/2007/O,,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E9E991,Unknown
OQ211391/Unknown/cattle/2007/O,,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E8E891,Unknown
OQ211392/Unknown/cattle/2007/O,,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E9E993,Unknown
OQ211393/Unknown/goat/2007/O,,goat,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E7E78D,Unknown
OQ211394/Unknown/cattle/2007/O,,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E7E78D,Unknown
OQ211396/Unknown/cattle/2007/O,,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E8E890,Unknown
OQ211397/Unknown/sheep/2007/O,,sheep,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#EAEA95,Unknown
OQ211398/Unknown/gazelle/2007/O,,gazelle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E9E992,Unknown
OQ211399/Unknown/gazelle/2007/O,,gazelle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#EAEA94,Unknown
OQ211400/Unknown/cattle/2007/O,,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E7E78D,Unknown
OQ211401/Unknown/cattle/2007/O,,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E7E78E,Unknown
OQ211402/Unknown/cattle/2007/O,,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E7E78E,Unknown
OQ211403/Unknown/cattle/2007/O,,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E6E68A,Unknown
OQ211404/Unknown/cattle/2007/O,,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E8E890,Unknown
OQ211405/Unknown/cattle/2007/O,,cattle,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#E8E88F,Unknown
OQ211406/Unknown/sheep/2007/O,,sheep,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#EAEA95,Unknown
OQ211407/Unknown/sheep/2007/O,,sheep,2007,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,#EBEB97,Unknown
OQ238685/ARG/cow/1990/A,ARG,cow,1990,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#8C86B0,Pool7
OQ238686/DEU/cow/1971/A,DEU,cow,1971,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#8A84AE,Unknown
OQ256242/ISR/cow/1969/A,ISR,cow,1969,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#8983AD,Pool3
OQ356337/PAK/cow/2006/Asia1,PAK,cow,2006,Asia1,ASIA,,#3D9487,Pool3
OQ356338/ISR/cow/2006/Asia1,ISR,cow,2006,Asia1,ASIA,,#42988B,Pool3
OQ356339/GBR/cow/1987/C,GBR,cow,1987,C,V-East-Africa-EA,,#8FB82D,Unknown
OQ356340/BRA/cow/2001/A,BRA,cow,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#8F89B2,Pool7
OQ356341/BRA/cow/1970/A,BRA,cow,1970,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#8E88B2,Pool7
OQ356342/ARG/cow/2001/A,ARG,cow,2001,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#9691B9,Pool7
OQ356343/ARG/cow/2003/A,ARG,cow,2003,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#8E88B1,Pool7
OQ356344/URY/cow/2006/A,URY,cow,2006,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#8C86B0,Pool7
OQ356345/ARG/cow/2006/A,ARG,cow,2006,A,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#8882AC,Pool7
OQ356346/KEN/cow/2006/A,KEN,cow,2006,A,AFRICA,,#837DA8,Pool4
OQ356347/EGY/cow/2008/A,EGY,cow,2008,A,AFRICA,,#837DA7,Pool3/Pool4
OQ356348/IRQ/cow/2017/A,IRQ,cow,2017,A,ASIA,Iran-05,#AEA9CE,Pool3
OQ356349/KEN/cow/2010/A,KEN,cow,2010,A,?',,#817BA6,Pool4
OQ383265/NLD/cow/2000/C,NLD,cow,2000,C,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B2DC62,Unknown
OQ383266/GBR/Unknown/2002/C,GBR,Unknown,2002,C,V-East-Africa-EA,,#85AD1E,Unknown
OQ383267/BRA/cow/1963/C,BRA,cow,1963,C,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#9EC744,Pool7
OQ401865/NER/cattle/2020/SAT2,NER,cattle,2020,SAT2,VII,,#D94D20,Pool5
OQ401866/NER/cattle/2020/SAT2,NER,cattle,2020,SAT2,VII,,#D74819,Pool5
OQ401867/NER/cattle/2020/SAT2,NER,cattle,2020,SAT2,VII,,#D84B1E,Pool5
OQ401868/NER/cattle/2020/SAT2,NER,cattle,2020,SAT2,VII,,#D84B1D,Pool5
OQ401869/NER/cattle/2020/SAT2,NER,cattle,2020,SAT2,VII,,#D84A1C,Pool5
OQ401871/NER/cattle/2020/SAT2,NER,cattle,2020,SAT2,VII,,#D64717,Pool5
OQ401872/NER/cattle/2020/SAT2,NER,cattle,2020,SAT2,VII,,#D94C1F,Pool5
OQ401873/NER/cattle/2020/SAT2,NER,cattle,2020,SAT2,VII,,#D74718,Pool5
OQ401874/NER/cattle/2020/SAT2,NER,cattle,2020,SAT2,VII,,#D7491A,Pool5
OQ427393/Unknown/cow/2009/C,,cow,2009,C,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#A8D253,Unknown
OQ427394/ARG/cow/1993/O,ARG,cow,1993,O,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#AFAF03,Pool7
OQ457184/NER/cattle/2020/O,NER,cattle,2020,O,EAST-AFRICA-3-EA-3,,#BDBD26,Pool5
OQ457185/NER/cattle/2020/O,NER,cattle,2020,O,EAST-AFRICA-3-EA-3,,#BDBD25,Pool5
OQ457186/NER/cattle/2020/O,NER,cattle,2020,O,EAST-AFRICA-3-EA-3,,#BDBD25,Pool5
OQ457188/NER/cattle/2020/O,NER,cattle,2020,O,EAST-AFRICA-3-EA-3,,#BEBE27,Pool5
OQ457189/NER/cattle/2020/O,NER,cattle,2020,O,EAST-AFRICA-3-EA-3,,#BDBD27,Pool5
OQ457191/NER/cattle/2020/O,NER,cattle,2020,O,EAST-AFRICA-3-EA-3,,#BDBD27,Pool5
OQ457192/NER/cattle/2020/O,NER,cattle,2020,O,EAST-AFRICA-3-EA-3,,#BDBD26,Pool5
OQ457193/NER/cattle/2020/O,NER,cattle,2020,O,EAST-AFRICA-3-EA-3,,#BEBE27,Pool5
OQ457194/NER/cattle/2020/O,NER,cattle,2020,O,EAST-AFRICA-3-EA-3,,#BDBD26,Pool5
OQ457195/NER/cattle/2020/O,NER,cattle,2020,O,EAST-AFRICA-3-EA-3,,#BDBD26,Pool5
OQ557396/ETH/cattle/1991/SAT2,ETH,cattle,1991,SAT2,XIV,,#D03702,Pool4
OQ557397/ETH/cow/2022/SAT2,ETH,cow,2022,SAT2,XIV,,#D03701,Pool4
OQ745961/THA/cattle/2016/A,THA,cattle,2016,A,ASIA,Sea-97,#B9B5D8,Pool1
PP273559/IND/elephant/1988/A,IND,elephant,1988,A,ASIA,,#A39EC4,Pool2
X74812/Unknown/Unknown/1965/C,,Unknown,1965,C,EUROPE-SOUTH-AMERICA-EURO-SA-SOUTH,,#B7E169,Unknown
