Genbank accession,Year,Country,Host,Isolate,Strain,Serotype,Topotype,Lineage,pool,Reference Title,Isolation source
JX869182,1968,GBR,cattle,BFS 11/68,,O,EUROPE-SOUTH-AMERICA-EURO-SA,,,Reconstructing the origin and transmission dynamics of the 1967-68 foot-and-mouth disease epidemic in the United Kingdom,Not found
JX869181,1967,GBR,cattle,BFS 1950,,O,EUROPE-SOUTH-AMERICA-EURO-SA,,,Reconstructing the origin and transmission dynamics of the 1967-68 foot-and-mouth disease epidemic in the United Kingdom,Not found
JX869180,1967,GBR,cattle,BFS 1889,,O,EUROPE-SOUTH-AMERICA-EURO-SA,,,Reconstructing the origin and transmission dynamics of the 1967-68 foot-and-mouth disease epidemic in the United Kingdom,Not found
JX869179,1967,GBR,cattle,BFS 1848,,O,EUROPE-SOUTH-AMERICA-EURO-SA,,,Reconstructing the origin and transmission dynamics of the 1967-68 foot-and-mouth disease epidemic in the United Kingdom,Not found
JX869178,1967,GBR,cattle,BFS 1836,,O,EUROPE-SOUTH-AMERICA-EURO-SA,,,Reconstructing the origin and transmission dynamics of the 1967-68 foot-and-mouth disease epidemic in the United Kingdom,Not found
JX869177,1967,GBR,cattle,BFS 1810A,,O,EUROPE-SOUTH-AMERICA-EURO-SA,,,Reconstructing the origin and transmission dynamics of the 1967-68 foot-and-mouth disease epidemic in the United Kingdom,Not found
KJ754939,2013,BGD,cattle,BAN_GA_Sa-197_2013,,A,ASIA,,Pool2,Complete Genome Sequence of Foot-and-Mouth Disease Virus Type A Circulating in Bangladesh,tongue epithelial tissue
KF985189,2013,BGD,cattle,BAN/NA/Ha-156/2013,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,,Pool2,Complete Genome Sequence of Foot-and-Mouth Disease Virus Serotype O Isolated from Bangladesh,epithelial tissue
KC588943,2010,KOR,cattle,A/Pocheon/001/KOR/2010,,A,ASIA,Sea-97,Pool1,Complete genomic nucleotide sequence of the isolate of Foot-and-mouth disease virus of serotype A collected in 2010 in ROK,Not found
KF694746,2002,KOR,pig,O/S16KOR/2002,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,Pool1,Molecular epidemiology of the pandemic strain of foot-and-mouth disease of serotype O circulating from 1999 to 2002: focused on the Korean isolates of 2002,Not found
KF694745,2002,KOR,pig,O/S15KOR/2002,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,Pool1,Molecular epidemiology of the pandemic strain of foot-and-mouth disease of serotype O circulating from 1999 to 2002: focused on the Korean isolates of 2002,Not found
KF694744,2002,KOR,cow,O/S14KOR/2002,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,Pool1,Molecular epidemiology of the pandemic strain of foot-and-mouth disease of serotype O circulating from 1999 to 2002: focused on the Korean isolates of 2002,Not found
KF694743,2002,KOR,pig,O/S13KOR/2002,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,Pool1,Molecular epidemiology of the pandemic strain of foot-and-mouth disease of serotype O circulating from 1999 to 2002: focused on the Korean isolates of 2002,Not found
KF694742,2002,KOR,pig,O/S12KOR/2002,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,Pool1,Molecular epidemiology of the pandemic strain of foot-and-mouth disease of serotype O circulating from 1999 to 2002: focused on the Korean isolates of 2002,Not found
KF694741,2002,KOR,pig,O/S11KOR/2002,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,Pool1,Molecular epidemiology of the pandemic strain of foot-and-mouth disease of serotype O circulating from 1999 to 2002: focused on the Korean isolates of 2002,Not found
KF694740,2002,KOR,pig,O/S10KOR/2002,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,Pool1,Molecular epidemiology of the pandemic strain of foot-and-mouth disease of serotype O circulating from 1999 to 2002: focused on the Korean isolates of 2002,Not found
KF694739,2002,KOR,pig,O/S09KOR/2002,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,Pool1,Molecular epidemiology of the pandemic strain of foot-and-mouth disease of serotype O circulating from 1999 to 2002: focused on the Korean isolates of 2002,Not found
KF694738,2002,KOR,pig,O/S08KOR/2002,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,Pool1,Molecular epidemiology of the pandemic strain of foot-and-mouth disease of serotype O circulating from 1999 to 2002: focused on the Korean isolates of 2002,Not found
KF694737,2002,KOR,pig,O/S07KOR/2002,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,Pool1,Molecular epidemiology of the pandemic strain of foot-and-mouth disease of serotype O circulating from 1999 to 2002: focused on the Korean isolates of 2002,Not found
KF694736,2002,KOR,pig,O/S06KOR/2002,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,Pool1,Molecular epidemiology of the pandemic strain of foot-and-mouth disease of serotype O circulating from 1999 to 2002: focused on the Korean isolates of 2002,Not found
KF694735,2002,KOR,pig,O/S05KOR/2002,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,Pool1,Molecular epidemiology of the pandemic strain of foot-and-mouth disease of serotype O circulating from 1999 to 2002: focused on the Korean isolates of 2002,Not found
KF694734,2002,KOR,pig,O/S04KOR/2002,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,Pool1,Molecular epidemiology of the pandemic strain of foot-and-mouth disease of serotype O circulating from 1999 to 2002: focused on the Korean isolates of 2002,Not found
KF694733,2002,KOR,pig,O/S03KOR/2002,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,Pool1,Molecular epidemiology of the pandemic strain of foot-and-mouth disease of serotype O circulating from 1999 to 2002: focused on the Korean isolates of 2002,Not found
KF694732,2002,KOR,pig,O/S02KOR/2002,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,Pool1,Molecular epidemiology of the pandemic strain of foot-and-mouth disease of serotype O circulating from 1999 to 2002: focused on the Korean isolates of 2002,Not found
KF694731,2002,KOR,pig,O/S01KOR/2002,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,Pool1,Molecular epidemiology of the pandemic strain of foot-and-mouth disease of serotype O circulating from 1999 to 2002: focused on the Korean isolates of 2002,Not found
KF112889,2010,HKG,pig,HKN15/2010,,O,SOUTHEAST-ASIA-SEA,,Pool1,Multiple introductions of serotype O foot-and-mouth disease viruses into East Asia in 2010--2011,Not found
KF112888,2011,KOR,cattle,DRK/31/2011,,O,SOUTHEAST-ASIA-SEA,,Pool1,Multiple introductions of serotype O foot-and-mouth disease viruses into East Asia in 2010--2011,Not found
KF112887,2010,KOR,pig,SKR/5/2010,,O,SOUTHEAST-ASIA-SEA,,Pool1,Multiple introductions of serotype O foot-and-mouth disease viruses into East Asia in 2010--2011,Not found
KF112886,2010,KOR,cattle,SKR/4/2010,,O,SOUTHEAST-ASIA-SEA,,Pool1,Multiple introductions of serotype O foot-and-mouth disease viruses into East Asia in 2010--2011,Not found
KF112885,2010,JPN,cattle,JPN/1/2010,,O,SOUTHEAST-ASIA-SEA,,,Multiple introductions of serotype O foot-and-mouth disease viruses into East Asia in 2010--2011,Not found
KF112884,2010,RUS,cattle,RUS/Aug 2010,,O,SOUTHEAST-ASIA-SEA,Mya-98,Pool1/Pool3,Multiple introductions of serotype O foot-and-mouth disease viruses into East Asia in 2010--2011,Not found
KF112883,2010,RUS,pig,RUS/Jul 2010,,O,SOUTHEAST-ASIA-SEA,,Pool1/Pool3,Multiple introductions of serotype O foot-and-mouth disease viruses into East Asia in 2010--2011,Not found
KF112882,2010,MNG,cattle,MOG/C-10/2010,,O,SOUTHEAST-ASIA-SEA,Mya-98,Pool1,Multiple introductions of serotype O foot-and-mouth disease viruses into East Asia in 2010--2011,Not found
KF112881,2010,MNG,cattle,MOG/7/2010,,O,SOUTHEAST-ASIA-SEA,Mya-98,Pool1,Multiple introductions of serotype O foot-and-mouth disease viruses into East Asia in 2010--2011,Not found
KF112880,2009,MMR,cattle,MYA/5/2009,,O,SOUTHEAST-ASIA-SEA,,Pool1,Multiple introductions of serotype O foot-and-mouth disease viruses into East Asia in 2010--2011,Not found
KF112879,2009,THA,pig,TAI/22/2009,,O,SOUTHEAST-ASIA-SEA,,Pool1,Multiple introductions of serotype O foot-and-mouth disease viruses into East Asia in 2010--2011,Not found
JX040501,2011,ISR,cattle,ISR/2/2011,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3,Reconstruction of the Transmission History of RNA Virus Outbreaks Using Full Genome Sequences: Foot-and-Mouth Disease Virus in Bulgaria in 2011,Not found
JX040500,2011,TUR,cattle,TUR/27/2011,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3,Reconstruction of the Transmission History of RNA Virus Outbreaks Using Full Genome Sequences: Foot-and-Mouth Disease Virus in Bulgaria in 2011,Not found
JX040499,2011,TUR,cattle,TUR/8/2011,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3,Reconstruction of the Transmission History of RNA Virus Outbreaks Using Full Genome Sequences: Foot-and-Mouth Disease Virus in Bulgaria in 2011,Not found
JX040498,2010,TUR,cattle,TUR/1086/2010,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3,Reconstruction of the Transmission History of RNA Virus Outbreaks Using Full Genome Sequences: Foot-and-Mouth Disease Virus in Bulgaria in 2011,Not found
JX040497,2010,TUR,cattle,TUR/1003/2010,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3,Reconstruction of the Transmission History of RNA Virus Outbreaks Using Full Genome Sequences: Foot-and-Mouth Disease Virus in Bulgaria in 2011,Not found
JX040496,2010,TUR,cattle,TUR/926/2010,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3,Reconstruction of the Transmission History of RNA Virus Outbreaks Using Full Genome Sequences: Foot-and-Mouth Disease Virus in Bulgaria in 2011,Not found
JX040495,2010,TUR,cattle,TUR/883/2010,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3,Reconstruction of the Transmission History of RNA Virus Outbreaks Using Full Genome Sequences: Foot-and-Mouth Disease Virus in Bulgaria in 2011,Not found
JX040494,2010,TUR,cattle,TUR/868/2010,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3,Reconstruction of the Transmission History of RNA Virus Outbreaks Using Full Genome Sequences: Foot-and-Mouth Disease Virus in Bulgaria in 2011,Not found
JX040493,2010,TUR,cattle,TUR/840/2010,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3,Reconstruction of the Transmission History of RNA Virus Outbreaks Using Full Genome Sequences: Foot-and-Mouth Disease Virus in Bulgaria in 2011,Not found
JX040492,2010,TUR,cattle,TUR/36/2010,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3,Reconstruction of the Transmission History of RNA Virus Outbreaks Using Full Genome Sequences: Foot-and-Mouth Disease Virus in Bulgaria in 2011,Not found
JX040491,2010,TUR,cattle,TUR/18/2010,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3,Reconstruction of the Transmission History of RNA Virus Outbreaks Using Full Genome Sequences: Foot-and-Mouth Disease Virus in Bulgaria in 2011,Not found
JX040490,2011,BGR,cattle,BUL/32/2011,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,,Reconstruction of the Transmission History of RNA Virus Outbreaks Using Full Genome Sequences: Foot-and-Mouth Disease Virus in Bulgaria in 2011,Not found
JX040489,2011,BGR,cattle,BUL/30/2011,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,,Reconstruction of the Transmission History of RNA Virus Outbreaks Using Full Genome Sequences: Foot-and-Mouth Disease Virus in Bulgaria in 2011,Not found
JX040488,2011,BGR,cattle,BUL/26/2011,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,,Reconstruction of the Transmission History of RNA Virus Outbreaks Using Full Genome Sequences: Foot-and-Mouth Disease Virus in Bulgaria in 2011,Not found
JX040487,2011,BGR,cattle,BUL/20/2011,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,,Reconstruction of the Transmission History of RNA Virus Outbreaks Using Full Genome Sequences: Foot-and-Mouth Disease Virus in Bulgaria in 2011,Not found
JX040486,2011,BGR,cattle,BUL/11/2011,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,,Reconstruction of the Transmission History of RNA Virus Outbreaks Using Full Genome Sequences: Foot-and-Mouth Disease Virus in Bulgaria in 2011,Not found
JX040485,2010,BGR,pig,BUL/1/2010,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,,Reconstruction of the Transmission History of RNA Virus Outbreaks Using Full Genome Sequences: Foot-and-Mouth Disease Virus in Bulgaria in 2011,Not found
JX066665,2011,BGR,cattle,12LPN3,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,,Reconstruction of the Transmission History of RNA Virus Outbreaks Using Full Genome Sequences: Foot-and-Mouth Disease Virus in Bulgaria in 2011,Not found
JX066664,2011,BGR,cattle,12LPN1,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,,Reconstruction of the Transmission History of RNA Virus Outbreaks Using Full Genome Sequences: Foot-and-Mouth Disease Virus in Bulgaria in 2011,Not found
JX014256,2012,PSE,cattle,PAT/1/2012,,SAT2,VII,,Pool3,Genome Sequences of SAT 2 Foot-and-Mouth Disease Viruses from Egypt and Palestinian Autonomous Territories (Gaza Strip),Not found
JX014255,2012,EGY,,EGY/9/2012,,SAT2,VII,,Pool3/Pool4,Genome Sequences of SAT 2 Foot-and-Mouth Disease Viruses from Egypt and Palestinian Autonomous Territories (Gaza Strip),Not found
JN998086,2010,CHN,cattle,,O/GZ/CHA/2010,O,SOUTHEAST-ASIA-SEA,,Pool1,Genetic characterization of a new pandemic Southeast Asia topotype strain of serotype O foot-and-mouth disease virus isolated in China during 2010,epithelial blister
JN998085,2010,CHN,pig,,O/BY/CHA/2010,O,SOUTHEAST-ASIA-SEA,,Pool1,Genetic characterization of a new pandemic Southeast Asia topotype strain of serotype O foot-and-mouth disease virus isolated in China during 2010,epithelial blister
JN006722,2008,PAK,,A/SIN/PAK/L4/2008,,A,ASIA,Iran-05,Pool3,Molecular characterization of serotype Asia-1 foot-and-mouth disease viruses in Pakistan and Afghanistan; emergence of a new genetic Group and evidence for a novel recombinant virus,Not found
JN006720,2009,PAK,,As/SIN/PAK/L2810/2009,,Asia1,ASIA,,Pool3,Molecular characterization of serotype Asia-1 foot-and-mouth disease viruses in Pakistan and Afghanistan; emergence of a new genetic Group and evidence for a novel recombinant virus,Not found
JN006719,2008,PAK,,As/SIN/PAK/L5/2008,,Asia1,ASIA,,Pool3,Molecular characterization of serotype Asia-1 foot-and-mouth disease viruses in Pakistan and Afghanistan; emergence of a new genetic Group and evidence for a novel recombinant virus,Not found
HQ631363,2006,CHN,pig,Asia1/1/YZ/CHA/06,,Asia1,ASIA,,Pool1,Effect of amino acid substitutions in the VP2 B-C loop of serotype Asia1 foot-and-mouth disease virus on antigenicity and pathogenicity,Not found
HQ632774,1999,MYS,cattle,MAY/9/99,,Asia1,ASIA,,Pool1,Comparative sequence analysis of representative foot-and-mouth disease virus genomes from Southeast Asia,Not found
HQ632773,2007,MYS,cattle,MAY/3/2007,,A,ASIA,Sea-97,Pool1,Comparative sequence analysis of representative foot-and-mouth disease virus genomes from Southeast Asia,Not found
HQ632772,2007,MYS,cattle,MAY/7/2007,,O,SOUTHEAST-ASIA-SEA,Mya-98,Pool1,Comparative sequence analysis of representative foot-and-mouth disease virus genomes from Southeast Asia,Not found
HQ632771,2005,MYS,pig,MAY/8/2005,,O,CATHAY,,Pool1,Comparative sequence analysis of representative foot-and-mouth disease virus genomes from Southeast Asia,Not found
HQ632770,2004,MYS,cattle,MAY/1/2004,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool1,Comparative sequence analysis of representative foot-and-mouth disease virus genomes from Southeast Asia,Not found
HQ632769,2001,MYS,cattle,MAY/7/2001,,O,SOUTHEAST-ASIA-SEA,Cam-94,Pool1,Comparative sequence analysis of representative foot-and-mouth disease virus genomes from Southeast Asia,Not found
HQ632768,2000,MYS,pig,MAY/3/2000,,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia,Pool1,Comparative sequence analysis of representative foot-and-mouth disease virus genomes from Southeast Asia,Not found
GU582116,2009,VNM,,O/VN/YB105/2009,,O,SOUTHEAST-ASIA-SEA,Mya-98,Pool1,"Development of one-step multiplex RT-PCR method for simultaneous detection and differentiation of foot-and-mouth disease virus serotypes O, A, and Asia 1 circulating in Vietnam",Not found
GU582115,2009,VNM,,O/VN/QB88/2009,,O,SOUTHEAST-ASIA-SEA,Mya-98,Pool1,"Development of one-step multiplex RT-PCR method for simultaneous detection and differentiation of foot-and-mouth disease virus serotypes O, A, and Asia 1 circulating in Vietnam",Not found
FJ906802,2006,CHN,pig,,Asia1/WHN/CHA/06,Asia1,ASIA,,Pool1,"Isolation, identification and complete genome sequence analysis of a strain of foot-and-mouth disease virus serotype Asia1 from pigs in southwest of China",Not found
GQ406252,2009,VNM,buffalo,,A/VN/20/2009,A,ASIA,Sea-97,Pool1,Molecular characterization of serotype A foot-and-mouth disease viruses circulating in Vietnam in 2009,Not found
GQ406251,2009,VNM,pig,,A/VN/16/2009,A,ASIA,Sea-97,Pool1,Molecular characterization of serotype A foot-and-mouth disease viruses circulating in Vietnam in 2009,Not found
GQ406250,2009,VNM,cattle,,A/VN/11/2009,A,ASIA,Sea-97,Pool1,Molecular characterization of serotype A foot-and-mouth disease viruses circulating in Vietnam in 2009,Not found
GQ406249,2009,VNM,cattle,,A/VN/03/2009,A,ASIA,Sea-97,Pool1,Molecular characterization of serotype A foot-and-mouth disease viruses circulating in Vietnam in 2009,Not found
GQ406248,2009,VNM,cattle,,A/VN/02/2009,A,ASIA,Sea-97,Pool1,Molecular characterization of serotype A foot-and-mouth disease viruses circulating in Vietnam in 2009,Not found
GQ406247,2009,VNM,cattle,,A/VN/09/2009,A,ASIA,Sea-97,Pool1,Molecular characterization of serotype A foot-and-mouth disease viruses circulating in Vietnam in 2009,Not found
HQ113233,2009,AFG,cow,Asia1/BAM/AFG/L-590/2009,,Asia1,ASIA,,Pool3,Rescue of Foot-and-Mouth Disease Viruses That Are Pathogenic for Cattle from Preserved Viral RNA Samples,Not found
HQ113232,2009,PAK,cow,O/ISL/PAK/L1573/2009,Panasia III,O,MIDDLE-EAST-SOUTH-ASIA-ME-SA,PanAsia-2,Pool3,Rescue of Foot-and-Mouth Disease Viruses That Are Pathogenic for Cattle from Preserved Viral RNA Samples,Not found
HM067706,2007,UGA,african-buffalo,Buffalo 17 QE,SAT 1 Uga 1/07,SAT1,IV-EAST-AFRICA1-EA-1,,Pool4,The role of African buffalos (syncerus caffer) in the maintenance of foot-and-mouth disease in Uganda,Not found
HM067705,2007,UGA,african-buffalo,Buffalo 10 QE,SAT 2 Uga 1/07,SAT2,X,,Pool4,The role of African buffalos (syncerus caffer) in the maintenance of foot-and-mouth disease in Uganda,Not found
HM067704,2007,UGA,african-buffalo,Buffalo 6 QE,SAT 2 Uga 2/07,SAT2,X,,Pool4,The role of African buffalos (syncerus caffer) in the maintenance of foot-and-mouth disease in Uganda,Not found
GQ452295,2007,VNM,cattle,Asia1/Vietnam/QuangTri/2007,,Asia1,ASIA,,Pool1,Direct typing and molecular evolutionary analysis of field samples of foot-and-mouth disease virus collected in Viet Nam between 2006 and 2007,Not found
HM191257,2006,UGA,cow,O/U/312/2006,,O,EAST-AFRICA-2-EA-2,,Pool4,Phylogenetic analyses of the polyprotein coding sequences of serotype O foot-and-mouth disease viruses in East Africa: evidence for interserotypic recombination,Not found
GU125650,2006,VNM,cattle,O/VN/GL13/2006,,O,SOUTHEAST-ASIA-SEA,Mya-98,Pool1,Heterogeneity and genetic variations of serotypes O and Asia 1 foot-and-mouth disease viruses isolated in Vietnam,Not found
GU125649,2006,VNM,cattle,O/VN/SL21/2006,,O,SOUTHEAST-ASIA-SEA,Mya-98,Pool1,Heterogeneity and genetic variations of serotypes O and Asia 1 foot-and-mouth disease viruses isolated in Vietnam,Not found
GU125648,2006,VNM,buffalo,O/VN/SL01/2006,,O,SOUTHEAST-ASIA-SEA,Mya-98,Pool1,Heterogeneity and genetic variations of serotypes O and Asia 1 foot-and-mouth disease viruses isolated in Vietnam,Not found
GU125647,2006,VNM,cattle,O/VN/SL22/2006,,O,SOUTHEAST-ASIA-SEA,Mya-98,Pool1,Heterogeneity and genetic variations of serotypes O and Asia 1 foot-and-mouth disease viruses isolated in Vietnam,Not found
GU125646,2005,VNM,buffalo,Asia1/VN/LC04/2005,,Asia1,ASIA,,Pool1,Heterogeneity and genetic variations of serotypes O and Asia 1 foot-and-mouth disease viruses isolated in Vietnam,Not found
GU125645,2007,VNM,cattle,Asia1/VN/QT03/2007,,Asia1,ASIA,,Pool1,Heterogeneity and genetic variations of serotypes O and Asia 1 foot-and-mouth disease viruses isolated in Vietnam,Not found
