GenBankAccession,Country,Host,CollectionDate,Annotated serotype,Strain,Isolate,IsolationSource,Genotyped serotype,Topotype
OM562593,KEN,cow,2016,Unknown,75/Kenya/13Jan2016/SAT2,Unknown,Unknown,SAT2,Unknown
OM562592,KEN,cow,2016,Unknown,74/Kenya/13Jan2016/SAT2,Unknown,Unknown,SAT2,Unknown
OM562591,KEN,cow,2016,Unknown,73/Kenya/13Jan2016/SAT1,Unknown,Unknown,SAT1,Unknown
OM562590,KEN,cow,2016,Unknown,72/Kenya/13Jan2016/SAT1,Unknown,Unknown,SAT1,Unknown
OM562589,KEN,cow,2016,Unknown,71/Kenya/13Jan2016/SAT2,Unknown,Unknown,SAT2,Unknown
OM562588,KEN,cow,2016,Unknown,69/Kenya/13Jan2016/SAT2,Unknown,Unknown,SAT2,Unknown
OM562587,KEN,cow,2016,Unknown,67/Kenya/13Jan2016/SAT2,Unknown,Unknown,SAT2,Unknown
OM562586,KEN,cow,2016,Unknown,65/Kenya/13Jan2016/SAT2,Unknown,Unknown,SAT2,Unknown
OM562585,KEN,cow,2016,Unknown,63/Kenya/13Jan2016/SAT2,Unknown,Unknown,SAT2,Unknown
OM562584,KEN,cow,2016,Unknown,62/Kenya/13Jan2016/SAT2,Unknown,Unknown,SAT2,Unknown
OM562583,KEN,cow,2016,Unknown,61/Kenya/13Jan2016/SAT2,Unknown,Unknown,SAT2,Unknown
OM562582,KEN,cow,2016,Unknown,61/Kenya/13Jan2016/SAT1,Unknown,Unknown,SAT1,Unknown
OM562581,KEN,cow,2016,Unknown,60/Kenya/13Jan2016/SAT2,Unknown,Unknown,SAT2,Unknown
OM562580,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/SAT2,Unknown,Unknown,SAT2,Unknown
OM562579,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/SAT1,Unknown,Unknown,SAT1,Unknown
OM562578,KEN,cow,2016,Unknown,58/Kenya/12Jan2016/SAT2,Unknown,Unknown,SAT2,Unknown
OM562577,KEN,cow,2016,Unknown,56/Kenya/12Jan2016/SAT2,Unknown,Unknown,SAT2,Unknown
OM562576,KEN,cow,2016,Unknown,55/Kenya/12Jan2016/SAT1,Unknown,Unknown,SAT1,Unknown
OM562575,KEN,cow,2016,Unknown,54/Kenya/12Jan2016/SAT2,Unknown,Unknown,SAT2,Unknown
OM562574,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/SAT2,Unknown,Unknown,SAT2,Unknown
OM562573,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/SAT1,Unknown,Unknown,SAT1,Unknown
OM562572,KEN,cow,2016,Unknown,50/Kenya/12Jan2016/SAT2,Unknown,Unknown,SAT2,Unknown
OM562571,KEN,cow,2016,Unknown,48/Kenya/12Jan2016/SAT1,Unknown,Unknown,SAT1,Unknown
OM562570,KEN,cow,2016,Unknown,46/Kenya/12Jan2016/SAT2,Unknown,Unknown,SAT2,Unknown
OM562569,KEN,cow,2016,Unknown,43/Kenya/12Jan2016/SAT2,Unknown,Unknown,SAT2,Unknown
OM562568,KEN,cow,2016,Unknown,42/Kenya/12Jan2016/SAT2,Unknown,Unknown,SAT2,Unknown
OM562567,KEN,cow,2016,Unknown,41/Kenya/12Jan2016/SAT2,Unknown,Unknown,SAT2,Unknown
OM562566,KEN,cow,2016,Unknown,38/Kenya/12Jan2016/SAT1,Unknown,Unknown,SAT1,Unknown
OM562565,KEN,cow,2016,Unknown,37/Kenya/12Jan2016/SAT1,Unknown,Unknown,SAT1,Unknown
OM562564,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/SAT2,Unknown,Unknown,SAT2,Unknown
OM562563,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/SAT1,Unknown,Unknown,SAT1,Unknown
OM562562,KEN,cow,2016,Unknown,35/Kenya/12Jan2016/SAT2,Unknown,Unknown,SAT2,Unknown
OM562561,KEN,cow,2016,Unknown,34/Kenya/12Jan2016/SAT2,Unknown,Unknown,SAT2,Unknown
OM562560,KEN,cow,2016,Unknown,32/Kenya/11Jan2016/SAT1,Unknown,Unknown,SAT1,Unknown
OM562559,KEN,cow,2016,Unknown,31/Kenya/11Jan2016/SAT1,Unknown,Unknown,SAT1,Unknown
OM562558,KEN,cow,2016,Unknown,28/Kenya/11Jan2016/SAT1,Unknown,Unknown,SAT1,Unknown
OM562557,KEN,cow,2016,Unknown,27/Kenya/11Jan2016/SAT1,Unknown,Unknown,SAT1,Unknown
OM562556,KEN,cow,2016,Unknown,26/Kenya/11Jan2016/SAT1,Unknown,Unknown,SAT1,Unknown
OM562555,KEN,cow,2016,Unknown,25/Kenya/11Jan2016/SAT1,Unknown,Unknown,SAT1,Unknown
OM562554,KEN,cow,2016,Unknown,23/Kenya/10Jan2016/SAT2,Unknown,Unknown,SAT2,Unknown
OM562553,KEN,cow,2016,Unknown,20/Kenya/10Jan2016/SAT2,Unknown,Unknown,SAT2,Unknown
OM562552,KEN,cow,2016,Unknown,19/Kenya/10Jan2016/SAT2,Unknown,Unknown,SAT2,Unknown
OM562551,KEN,cow,2016,Unknown,18/Kenya/10Jan2016/SAT2,Unknown,Unknown,SAT2,Unknown
OM562550,KEN,cow,2016,Unknown,14/Kenya/10Jan2016/SAT2,Unknown,Unknown,SAT2,Unknown
OM562549,KEN,cow,2016,Unknown,13/Kenya/10Jan2016/SAT2,Unknown,Unknown,SAT2,Unknown
OM562548,KEN,cow,2016,Unknown,12/Kenya/10Jan2016/SAT2,Unknown,Unknown,SAT2,Unknown
OM562547,KEN,cow,2016,Unknown,10/Kenya/8Jan2016/SAT1,Unknown,Unknown,SAT1,Unknown
OM562546,KEN,cow,2016,Unknown,8/Kenya/8Jan2016/SAT1,Unknown,Unknown,SAT1,Unknown
OM562545,KEN,cow,2016,Unknown,7/Kenya/8Jan2016/SAT1,Unknown,Unknown,SAT1,Unknown
OM562544,KEN,cow,2016,Unknown,6/Kenya/8Jan2016/SAT2,Unknown,Unknown,SAT2,Unknown
OM562543,KEN,cow,2016,Unknown,6/Kenya/8Jan2016/SAT1,Unknown,Unknown,SAT1,Unknown
OM562542,KEN,cow,2016,Unknown,5/Kenya/8Jan2016/SAT1,Unknown,Unknown,SAT1,Unknown
OM562541,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/5/SAT1,Unknown,Unknown,SAT1,Unknown
OM562540,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/4/SAT1,Unknown,Unknown,SAT1,Unknown
OM562539,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/3/SAT1,Unknown,Unknown,SAT1,Unknown
OM562538,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/20/SAT1,Unknown,Unknown,SAT1,Unknown
OM562537,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/2/SAT1,Unknown,Unknown,SAT1,Unknown
OM562536,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/15/SAT1,Unknown,Unknown,SAT1,Unknown
OM562535,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/1/SAT1,Unknown,Unknown,SAT1,Unknown
OM562534,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/9/SAT1,Unknown,Unknown,SAT1,Unknown
OM562533,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/10/SAT1,Unknown,Unknown,SAT1,Unknown
OM562532,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/20/SAT1,Unknown,Unknown,SAT1,Unknown
OM562531,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/16/SAT1,Unknown,Unknown,SAT1,Unknown
OM562530,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/15/SAT1,Unknown,Unknown,SAT1,Unknown
OM562529,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/14/SAT1,Unknown,Unknown,SAT1,Unknown
OM562528,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/5/SAT1,Unknown,Unknown,SAT1,Unknown
OM562527,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/3/SAT1,Unknown,Unknown,SAT1,Unknown
OM562526,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/23/SAT1,Unknown,Unknown,SAT1,Unknown
OM562525,KEN,cow,2016,Unknown,6/Kenya/8Jan2016/8/SAT1,Unknown,Unknown,SAT1,Unknown
OM562524,KEN,cow,2016,Unknown,6/Kenya/8Jan2016/6/SAT1,Unknown,Unknown,SAT1,Unknown
OM562523,KEN,cow,2016,Unknown,6/Kenya/8Jan2016/4/SAT1,Unknown,Unknown,SAT1,Unknown
OM562522,KEN,cow,2016,Unknown,6/Kenya/8Jan2016/23/SAT1,Unknown,Unknown,SAT1,Unknown
OM562521,KEN,cow,2016,Unknown,6/Kenya/8Jan2016/21/SAT1,Unknown,Unknown,SAT1,Unknown
OM562520,KEN,cow,2016,Unknown,6/Kenya/8Jan2016/2/SAT1,Unknown,Unknown,SAT1,Unknown
OM562519,KEN,cow,2016,Unknown,6/Kenya/8Jan2016/18/SAT1,Unknown,Unknown,SAT1,Unknown
OM562518,KEN,cow,2016,Unknown,6/Kenya/8Jan2016/17/SAT1,Unknown,Unknown,SAT1,Unknown
OM562517,KEN,cow,2016,Unknown,6/Kenya/8Jan2016/16/SAT1,Unknown,Unknown,SAT1,Unknown
OM562516,KEN,cow,2016,Unknown,6/Kenya/8Jan2016/14/SAT1,Unknown,Unknown,SAT1,Unknown
OM562515,KEN,cow,2016,Unknown,6/Kenya/8Jan2016/13/SAT1,Unknown,Unknown,SAT1,Unknown
OM562514,KEN,cow,2016,Unknown,6/Kenya/8Jan2016/11/SAT1,Unknown,Unknown,SAT1,Unknown
OM562513,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/17/SAT2,Unknown,Unknown,SAT2,Unknown
OM562512,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/12/SAT2,Unknown,Unknown,SAT2,Unknown
OM562511,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/10/SAT2,Unknown,Unknown,SAT2,Unknown
OM562510,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/13/SAT2,Unknown,Unknown,SAT2,Unknown
OM562509,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/9/SAT2,Unknown,Unknown,SAT2,Unknown
OM562508,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/8/SAT2,Unknown,Unknown,SAT2,Unknown
OM562507,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/6/SAT2,Unknown,Unknown,SAT2,Unknown
OM562506,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/21/SAT2,Unknown,Unknown,SAT2,Unknown
OM562505,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/18/SAT2,Unknown,Unknown,SAT2,Unknown
OM562504,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/16/SAT2,Unknown,Unknown,SAT2,Unknown
OM562503,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/14/SAT2,Unknown,Unknown,SAT2,Unknown
OM562502,KEN,cow,2016,Unknown,36/Kenya/12Jan2016/11/SAT2,Unknown,Unknown,SAT2,Unknown
OM562501,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/8/SAT2,Unknown,Unknown,SAT2,Unknown
OM562500,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/7/SAT2,Unknown,Unknown,SAT2,Unknown
OM562499,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/6/SAT2,Unknown,Unknown,SAT2,Unknown
OM562498,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/22/SAT2,Unknown,Unknown,SAT2,Unknown
OM562497,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/21/SAT2,Unknown,Unknown,SAT2,Unknown
OM562496,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/18/SAT2,Unknown,Unknown,SAT2,Unknown
OM562495,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/17/SAT2,Unknown,Unknown,SAT2,Unknown
OM562494,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/13/SAT2,Unknown,Unknown,SAT2,Unknown
OM562493,KEN,cow,2016,Unknown,51/Kenya/12Jan2016/1/SAT2,Unknown,Unknown,SAT2,Unknown
OM562492,KEN,cow,2016,Unknown,61/Kenya/13Jan2016/7/SAT2,Unknown,Unknown,SAT2,Unknown
OM562491,KEN,cow,2016,Unknown,61/Kenya/13Jan2016/6/SAT2,Unknown,Unknown,SAT2,Unknown
OM562490,KEN,cow,2016,Unknown,61/Kenya/13Jan2016/5/SAT2,Unknown,Unknown,SAT2,Unknown
OM562489,KEN,cow,2016,Unknown,61/Kenya/13Jan2016/4/SAT2,Unknown,Unknown,SAT2,Unknown
OM562488,KEN,cow,2016,Unknown,61/Kenya/13Jan2016/23/SAT2,Unknown,Unknown,SAT2,Unknown
OM562487,KEN,cow,2016,Unknown,61/Kenya/13Jan2016/22/SAT2,Unknown,Unknown,SAT2,Unknown
OM562486,KEN,cow,2016,Unknown,61/Kenya/13Jan2016/21/SAT2,Unknown,Unknown,SAT2,Unknown
OM562485,KEN,cow,2016,Unknown,61/Kenya/13Jan2016/20/SAT2,Unknown,Unknown,SAT2,Unknown
OM562484,KEN,cow,2016,Unknown,61/Kenya/13Jan2016/2/SAT2,Unknown,Unknown,SAT2,Unknown
OM562483,KEN,cow,2016,Unknown,61/Kenya/13Jan2016/19/SAT2,Unknown,Unknown,SAT2,Unknown
OM562482,KEN,cow,2016,Unknown,61/Kenya/13Jan2016/17/SAT2,Unknown,Unknown,SAT2,Unknown
OM562481,KEN,cow,2016,Unknown,61/Kenya/13Jan2016/13/SAT2,Unknown,Unknown,SAT2,Unknown
OM562480,KEN,cow,2016,Unknown,61/Kenya/13Jan2016/12/SAT2,Unknown,Unknown,SAT2,Unknown
OM562479,KEN,cow,2016,Unknown,61/Kenya/13Jan2016/11/SAT2,Unknown,Unknown,SAT2,Unknown
OM562478,KEN,cow,2016,Unknown,61/Kenya/13Jan2016/10/SAT2,Unknown,Unknown,SAT2,Unknown
OM562477,KEN,cow,2016,Unknown,61/Kenya/13Jan2016/1/SAT2,Unknown,Unknown,SAT2,Unknown
OM562476,KEN,cow,2016,Unknown,6/Kenya/8Jan2016/7/SAT2,Unknown,Unknown,SAT2,Unknown
OM562475,KEN,cow,2016,Unknown,6/Kenya/8Jan2016/5/SAT2,Unknown,Unknown,SAT2,Unknown
OM562474,KEN,cow,2016,Unknown,6/Kenya/8Jan2016/19/SAT2,Unknown,Unknown,SAT2,Unknown
OM562473,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/4/SAT2,Unknown,Unknown,SAT2,Unknown
OM562472,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/9/SAT2,Unknown,Unknown,SAT2,Unknown
OM562471,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/7/SAT2,Unknown,Unknown,SAT2,Unknown
OM562470,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/6/SAT2,Unknown,Unknown,SAT2,Unknown
OM562469,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/3/SAT2,Unknown,Unknown,SAT2,Unknown
OM562468,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/22/SAT2,Unknown,Unknown,SAT2,Unknown
OM562467,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/21/SAT2,Unknown,Unknown,SAT2,Unknown
OM562466,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/20/SAT2,Unknown,Unknown,SAT2,Unknown
OM562465,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/2/SAT2,Unknown,Unknown,SAT2,Unknown
OM562464,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/19/SAT2,Unknown,Unknown,SAT2,Unknown
OM562463,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/17/SAT2,Unknown,Unknown,SAT2,Unknown
OM562462,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/15/SAT2,Unknown,Unknown,SAT2,Unknown
OM562461,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/13/SAT2,Unknown,Unknown,SAT2,Unknown
OM562460,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/12/SAT2,Unknown,Unknown,SAT2,Unknown
OM562459,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/11/SAT2,Unknown,Unknown,SAT2,Unknown
OM562458,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/10/SAT2,Unknown,Unknown,SAT2,Unknown
OM562457,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/1/SAT2,Unknown,Unknown,SAT2,Unknown
OM562456,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/5/SAT2,Unknown,Unknown,SAT2,Unknown
OM562455,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/18/SAT2,Unknown,Unknown,SAT2,Unknown
OM562454,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/16/SAT2,Unknown,Unknown,SAT2,Unknown
OM562453,KEN,cow,2016,Unknown,59/Kenya/12Jan2016/14/SAT2,Unknown,Unknown,SAT2,Unknown
OV121130,Unknown,Unknown,Unknown,Unknown,Unknown,O/FRA/1/2001 Clone 2.2,Unknown,O,Unknown
MT340225,VNM,cattle,2018,Unknown,Unknown,A/VIT/LA-P12-10/2018_pro,Unknown,A,Unknown
MT340224,VNM,buffalo,2018,Unknown,Unknown,A/VIT/BK-P181-3/2018_pro,Unknown,A,Unknown
MT340223,VNM,cattle,2019,Unknown,Unknown,A/VIT/DL-P-605-2/2019_pro,Unknown,A,Unknown
MT340222,VNM,cattle,2019,Unknown,Unknown,A/VIT/DL-P-492-1/2019_pro,Unknown,A,Unknown
MT340221,VNM,cattle,2018,Unknown,Unknown,A/VIT/DL-P-87-4/2018_pro,Unknown,A,Unknown
MT340220,VNM,cattle,2018,Unknown,Unknown,A/VIT/DL-P-73-4/2018_pro,Unknown,A,Unknown
MT340219,VNM,cattle,2018,Unknown,Unknown,A/VIT/DL-P-164-4/2018_pro,Unknown,A,Unknown
MT340218,VNM,cattle,2018,Unknown,Unknown,A/VIT/DL-P-193-4/2018_pro,Unknown,A,Unknown
MT340217,VNM,cattle,2018,Unknown,Unknown,A/VIT/DL-P-193-2/2018_pro,Unknown,A,Unknown
MT340216,VNM,cattle,2018,Unknown,Unknown,A/VIT/DL-P-90-2/2018_pro,Unknown,A,Unknown
MT340215,VNM,cattle,2018,Unknown,Unknown,A/VIT/DL-P-293-1/2018_pro,Unknown,A,Unknown
MT340214,VNM,cattle,2018,Unknown,Unknown,A/VIT/DL-P-194-1/2018_pro,Unknown,A,Unknown
MT340213,VNM,cattle,2018,Unknown,Unknown,A/VIT/DL-P-189-1/2018_pro,Unknown,A,Unknown
MT340212,VNM,cattle,2018,Unknown,Unknown,A/VIT/DL-P-186-3/2018_pro,Unknown,A,Unknown
MT340211,VNM,cattle,2018,Unknown,Unknown,A/VIT/DL-P-186-1/2018_pro,Unknown,A,Unknown
MT340210,VNM,cattle,2018,Unknown,Unknown,A/VIT/DL-P-106-2/2018_pro,Unknown,A,Unknown
MT340209,VNM,cattle,2018,Unknown,Unknown,A/VIT/DL-P-106-1/2018_pro,Unknown,A,Unknown
MT340208,VNM,cattle,2018,Unknown,Unknown,A/VIT/DL-P-96-3/2018_pro,Unknown,A,Unknown
MT340207,VNM,cattle,2018,Unknown,Unknown,A/VIT/DL-P-96-2/2018_pro,Unknown,A,Unknown
MT340206,VNM,cattle,2018,Unknown,Unknown,A/VIT/DL-P-96-1/2018_pro,Unknown,A,Unknown
MT340205,VNM,cattle,2018,Unknown,Unknown,A/VIT/DL-P-95-cu-1/2018_pro,Unknown,A,Unknown
MT340204,VNM,cattle,2018,Unknown,Unknown,A/VIT/DL-P-60-1/2018_pro,Unknown,A,Unknown
MT340203,VNM,cattle,2017,Unknown,Unknown,A/VIT/DL-P271-1/2017_pro,Unknown,A,Unknown
MT340202,VNM,cattle,2017,Unknown,Unknown,A/VIT/DL-P257-1/2017_pro,Unknown,A,Unknown
MT340201,VNM,cattle,2017,Unknown,Unknown,A/VIT/DL-P181-1/2017_pro,Unknown,A,Unknown
MT340200,VNM,cattle,2017,Unknown,Unknown,A/VIT/DL-P094-1/2017_pro,Unknown,A,Unknown
MT340199,VNM,cattle,2017,Unknown,Unknown,A/VIT/DL-P087-1/2017_pro,Unknown,A,Unknown
MT340198,VNM,cattle,2017,Unknown,Unknown,A/VIT/17-13002/2017,Unknown,A,Unknown
MT340197,VNM,cattle,2017,Unknown,Unknown,A/VIT/17-11648/2017,Unknown,A,Unknown
LC456875,GHA,cow,2018,SAT2,SAT2/GHA/Tul/5/2018,Unknown,Unknown,SAT2,Unknown
LC456874,GHA,cow,2018,SAT2,SAT2/GHA/Tul/2/2018,Unknown,Unknown,SAT2,Unknown
MH746921,USA,cow,2017,Unknown,Inoculum-A24-BP2,Unknown,Unknown,A,Unknown
EU400597,CHN,Unknown,Unknown,O,O/HK/2001,Unknown,vesicle from cloven-hoofed animal,O,Unknown
AY686687,Unknown,Unknown,Unknown,Unknown,Unknown,O/ES/2001,Unknown,O,Unknown
AF377945,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,O,Unknown
EF552697,GBR,sheep,2001,Pan Asia O,UKG/5681/2001,Unknown,infected premise number 1378,O,Pan-Asia-O
EF552696,GBR,cattle,2001,Pan Asia O,UKG/5470/2001,Unknown,infected premise number 1256,O,Pan-Asia-O
EF552695,GBR,sheep,2001,Pan Asia O,UKG/9443/2001,Unknown,infected premise number 1619,O,Pan-Asia-O
EF552694,GBR,cattle,2001,Pan Asia O,UKG/4998/2001,Unknown,infected premise number 1182,O,Pan-Asia-O
EF552693,GBR,cattle,2001,Pan Asia O,UKG/4014/2001,Unknown,infected premise number 913,O,Pan-Asia-O
EF552692,GBR,sheep,2001,Pan Asia O,UKG/7299/2001,Unknown,infected premise number 1439,O,Pan-Asia-O
EF552691,GBR,cattle,2001,Pan Asia O,UKG/9161/2001,Unknown,infected premise number 1583,O,Pan-Asia-O
EF552690,GBR,cattle,2001,Pan Asia O,UKG/7039/2001,Unknown,infected premise number 1404,O,Pan-Asia-O
EF552689,GBR,sheep,2001,Pan Asia O,UKG/4141/2001,Unknown,infected premise number 927,O,Pan-Asia-O
EF552688,GBR,sheep,2001,Pan Asia O,UKG/3952/2001,Unknown,infected premise number 878,O,Pan-Asia-O
AY593809,ARG,Unknown,Unknown,C,C5 Argentina,c5arg iso60,Unknown,C,Unknown
AY593808,ARG,Unknown,Unknown,C,C4 Argentina,C4 Tierra del Fuego iso2,Unknown,C,Unknown
AY593807,BRA,Unknown,Unknown,C,C3 Resende,c3resende iso1,Unknown,C,Unknown
AY593806,BRA,Unknown,Unknown,C,C3 Indaial,c3ind iso19,Unknown,C,Unknown
AY593805,DEU,Unknown,Unknown,C,C1 Oberbayern,c1ober iso88,Unknown,C,Unknown
AY593804,CHE,Unknown,Unknown,C,C1 Noville,c1noville iso56,Unknown,C,Unknown
AF189157,Unknown,Unknown,Unknown,Unknown,O1 Geshure; G,Unknown,Unknown,O,Unknown
APHA12CDR,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,O,Unknown
X00871,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,O,Unknown
AM503966,Unknown,Unknown,Unknown,Unknown,Unknown,R-B 45,Unknown,C,Unknown
AM503965,Unknown,Unknown,Unknown,Unknown,Unknown,R-D 45,Unknown,C,Unknown
AM409190,Unknown,Unknown,Unknown,C,Unknown,H51,Unknown,C,Unknown
AJ007572,Unknown,Unknown,Unknown,Unknown,C3Arg85,clone 15,Unknown,C,Unknown
AJ007347,Unknown,Unknown,Unknown,Unknown,Unknown,C3Arg85,Unknown,C,Unknown
